1057;Fly-Pay;206304305615;79;264568
1056;First-BTC;;0;21113209
1062;FlyObmen;;0;37607
1064;ObmenGuru;185471005666;154;38664
1051;КриптоКасса;;0;1879597
1061;Adb;;0;126966468
1069;Clean-Exchange;;0;1053498
1060;CryptoStrike;;0;53634883
1063;Оборот;;0;115391
1067;InstaBit;557452850931;0;0
1066;1Million;;0;261123
1074;CoinBlinker;;0;14133191
1070;Монеткин;;0;36564206
1071;CoinDrop;;0;447305
1072;N1ex;;0;21141
1073;IziBTC;;0;118331186
1079;WMZSale;111804423672;466;41739
1078;AtPayz;806980557044;0;1024248
1080;BTCKassa;;0;438101
1094;SCSObmen;951426373513;90;0
1085;NateBit;;0;22646059
1084;Easy-Change;;0;62099
1083;ExpressMoney;;0;158187
1092;Cash2Pay;;0;0
1086;ExchangeForMe;;0;0
1089;AllTop;;0;0
1088;Swap-Exchange;;0;51442
1095;YaObmen;;0;1897046
